Wall time,Step,Value
1528448186.3736546,0,13.95916748046875
1528448775.166835,1,11.969683647155762
1528449361.202159,2,11.452537536621094
1528449947.4305592,3,11.11885929107666
1528450533.5711093,4,10.901050567626953
1528451119.8905683,5,10.501792907714844
1528451706.1760924,6,10.334206581115723
1528452292.148271,7,10.001326560974121
1528452878.1357694,8,9.745956420898438
1528453463.91562,9,9.384376525878906
1528454049.9362571,10,9.009149551391602
1528454635.8894386,11,8.679521560668945
1528455222.099301,12,8.289031982421875
1528455808.1629748,13,8.02955150604248
1528456394.1503415,14,7.778506755828857
1528456980.4745984,15,7.624533653259277
1528457566.4874759,16,7.46013069152832
1528458152.10837,17,7.2764201164245605
1528458737.770872,18,7.175261497497559
1533827615.5004117,20,12.179903984069824
1533828284.6891737,21,12.004755973815918
1533828954.3013284,22,11.892109870910645
1533829624.1418931,23,11.759590148925781
1533830293.636767,24,11.53312873840332
1533830963.2124407,25,11.503267288208008
1533831632.8958926,26,11.273106575012207
1533832302.8253984,27,11.217704772949219
1533832972.9004822,28,11.086181640625
1533833643.061944,29,11.003210067749023
1533834313.1407638,30,10.90467643737793
1533834983.278702,31,10.859781265258789
1533835652.9305916,32,10.77711009979248
1533836322.8362343,33,10.677294731140137
1533836992.840926,34,10.614521980285645
1533837662.7386076,35,10.594258308410645
1533838332.4907415,36,11.989715576171875
1533839001.8504107,37,11.481099128723145
1533839671.426243,38,10.439781188964844
1533840340.962064,39,10.385804176330566
1533841010.5936332,40,10.237781524658203
1533841679.840423,41,10.418279647827148
1533842349.0985496,42,10.55465030670166
1533843015.913076,43,16.225440979003906
1533843680.3046727,44,21.726612091064453
1533844344.8275118,45,21.70826530456543
1533845009.3680556,46,21.701295852661133
1533845672.406311,47,21.708332061767578
1533846336.460155,48,21.715049743652344
1533846999.8621745,49,21.699926376342773
1533847663.3166542,50,21.7023983001709
1533848326.3386412,51,21.702089309692383
1533848989.627079,52,21.70126724243164
1533849652.19295,53,21.68874740600586
1533850314.7481406,54,21.70122718811035
1533850977.220389,55,21.70564842224121
1533851639.383899,56,21.69851303100586
1533852301.6441286,57,21.68152618408203
1533852963.7758338,58,21.692401885986328
