Wall time,Step,Value
1533738926.909941,14,0.5343142151832581
1533739154.1699352,16,1.6551405191421509
1533739342.5759468,17,0.6729454398155212
1533739526.5594034,18,0.5359949469566345
1533739710.0905602,19,0.7169502377510071
1533739893.1836476,20,0.45157143473625183
1533740076.232139,21,0.47225743532180786
1533740259.2693238,22,0.42324358224868774
1533740442.1626623,23,0.5699788331985474
1533740625.0504851,24,0.35176002979278564
1533740808.0455747,25,0.39962807297706604
1533740991.136777,26,0.4219993054866791
1533741174.092274,27,0.38561078906059265
1533741356.7934883,28,0.32842424511909485
1533741539.555547,29,0.3289599120616913
