Wall time,Step,Value
1533045852.1362665,0,15.547971725463867
1533046038.223677,1,13.051298141479492
1533046219.652988,2,11.702603340148926
1533046400.995439,3,9.764333724975586
1533046582.2986422,4,8.01016616821289
1533046763.779361,5,6.508178234100342
1533046945.1494231,6,5.531682968139648
1533047126.6375442,7,4.7606306076049805
1533047308.4260063,8,4.174986362457275
1533047490.3391116,9,3.7349493503570557
1533047672.363494,10,3.246914863586426
1533047853.8233144,11,2.9143970012664795
1533048035.4190314,12,2.7471516132354736
1533048216.6166599,13,2.379197120666504
1533048398.1335046,14,2.230222702026367
1533048579.4839704,15,2.10502552986145
1533048760.9051132,16,1.8752994537353516
1533048942.22342,17,1.8199543952941895
1533049123.6722744,18,1.6555765867233276
1533049305.095283,19,1.551582932472229
1533049486.5328622,20,1.50991952419281
1533049667.866832,21,1.45691978931427
1533049849.7521958,22,1.329451560974121
1533050031.431862,23,1.326738715171814
1533050213.0157733,24,1.2302168607711792
1533050394.695732,25,1.2295501232147217
1533050576.0640113,26,1.2306370735168457
1533050757.6174994,27,1.0798810720443726
1533050939.5844936,28,1.1067161560058594
1533051121.398926,29,1.1197481155395508
1533051303.068237,30,0.9886340498924255
1533051484.81677,31,1.049058437347412
1533051666.330491,32,0.9599190950393677
1533051847.7378798,33,0.9930931925773621
1533052029.162069,34,0.9410755634307861
1533052210.768805,35,0.9151748418807983
1533052392.2404509,36,1.005132794380188
1533052573.68926,37,0.8027924299240112
1533052754.9292254,38,0.9652740955352783
1533052936.1619506,39,0.7473452091217041
1533053117.4226077,40,0.8653513789176941
1533053298.7764974,41,0.7740843296051025
1533053479.79385,42,0.835056483745575
1533053661.1019201,43,0.7264372110366821
1533053842.364946,44,0.880264937877655
1533054023.5262375,45,0.6705160737037659
1533054204.7274165,46,0.7998024821281433
1533054385.8038862,47,0.7209919691085815
1533054567.1240964,48,0.7423215508460999
1533054748.2271757,49,0.6590452194213867
1533054929.5201054,50,0.8063259720802307
1533055110.6695693,51,0.6131068468093872
1533055291.8518925,52,0.7135631442070007
1533055473.0903568,53,0.7795255780220032
1533055654.388212,54,0.5852839946746826
1533055835.610853,55,0.6826985478401184
1533056016.9994879,56,0.5974329113960266
1533056198.1849732,57,0.6692122220993042
1533056379.1739635,58,0.5892922282218933
1533056560.407508,59,0.7076316475868225
1533056741.552495,60,0.5526746511459351
1533056922.6979525,61,0.7156689167022705
1533057103.777652,62,0.5437249541282654
1533057284.9827366,63,0.6149720549583435
1533057466.1258497,64,0.5373049974441528
1533057647.209629,65,0.7171427011489868
1533057828.2881408,66,0.5167686343193054
1533058009.208481,67,0.6300930976867676
1533058190.0596533,68,0.5160765647888184
1533058371.2265027,69,0.5391325354576111
1533058552.2876854,70,0.6132739782333374
1533058733.497,71,0.5172502398490906
1533058914.6406353,72,0.6079118251800537
1533059095.6142545,73,0.49532145261764526
1533059276.692033,74,0.5009719729423523
1533059457.8084693,75,0.6438209414482117
1533059638.9205432,76,0.47385430335998535
1533059819.9047964,77,0.4656369984149933
1533060000.9958832,78,0.6232865452766418
1533060182.0538285,79,0.460689902305603
