Wall time,Step,Value
1533645238.2669125,14,0.8440964221954346
1533653739.1462202,16,2.734126091003418
1533654482.3422918,17,0.8596680164337158
1533655220.37833,18,0.6760556101799011
1533655958.2924626,19,0.5681241750717163
1533656696.743038,20,0.5666024684906006
1533657434.5474386,21,0.49516230821609497
1533658172.8950636,22,0.40471240878105164
1533658910.5951557,23,0.48704198002815247
1533659648.6241982,24,0.35311612486839294
1533660386.628911,25,0.3240616023540497
1533661124.717646,26,0.3278287947177887
1533661862.5826387,27,0.27647730708122253
1533662600.6278012,28,0.27573636174201965
1533663338.70153,29,0.23916804790496826
