Wall time,Step,Value
1533663338.70153,29,0.23916804790496826
1533664101.1078699,31,2.143716335296631
1533664851.421893,32,0.3484242558479309
1533665589.5032475,33,0.2806539237499237
1533666327.3781998,34,0.26420295238494873
1533667066.6689498,35,0.24683421850204468
1533667805.3224154,36,0.24752797186374664
1533668544.5715568,37,0.24449673295021057
1533669283.6623323,38,0.22172045707702637
1533670022.9445758,39,0.20583811402320862
1533670762.1317697,40,0.22452107071876526
1533671501.3830323,41,0.18880526721477509
1533672240.5330658,42,0.1752443015575409
1533672979.8342688,43,0.19258466362953186
1533673760.974716,45,1.7446603775024414
1533674527.3758152,46,0.28903648257255554
1533675276.487581,47,0.2498944103717804
1533676025.3197105,48,0.21727551519870758
1533676774.0928826,49,0.19029463827610016
1533677523.2351649,50,0.1913718730211258
1533678272.0562387,51,0.2192429155111313
1533679021.5934818,52,0.17742885649204254
1533679770.6652172,53,0.16507676243782043
1533680518.8360147,54,0.17828971147537231
1533681266.8648233,55,0.25987139344215393
1533682015.3074865,56,0.19337862730026245
