Wall time,Step,Value
1532946056.0109475,0,61.37434005737305
1532946844.0962255,1,20.756954193115234
1532947630.4465978,2,9.3818359375
1532948418.4789002,3,5.2047553062438965
1532949208.0096304,4,4.189599514007568
1532949999.4899378,5,2.0557682514190674
1532950789.8395278,6,3.0146865844726562
1532951580.5795105,7,1.2687089443206787
1532952372.5578067,8,2.002124786376953
1532953162.307181,9,1.5310419797897339
1532953954.1993458,10,3.1292307376861572
1532954742.4621418,11,0.6068229675292969
1532955532.7231896,12,1.2465384006500244
1532956323.596322,13,0.5219114422798157
1532957112.0429218,14,5.63608980178833
1532957901.6600175,15,0.6349412798881531
1532958691.7466576,16,1.2335010766983032
1532959480.3103516,17,0.3799927830696106
1532960273.3216367,18,1.0864038467407227
1532961075.8882482,19,0.39201435446739197
1532961871.93429,20,1.147304892539978
1532962670.480617,21,0.25103959441185
1532963472.2724557,22,1.301216721534729
1532964270.365478,23,0.24308419227600098
1532965069.2935445,24,0.7102994918823242
1532965870.1430957,25,0.19351455569267273
1532966671.051376,26,1.9805915355682373
1532967470.9634025,27,0.21237829327583313
1532968265.912252,28,0.5591614246368408
1532969058.7315993,29,0.17123906314373016
1532969851.8279932,30,0.815389096736908
1532970641.727252,31,0.18147948384284973
1532971432.9816384,32,0.1540062129497528
1532972223.2781713,33,0.9273526668548584
1532973012.8268452,34,0.15428467094898224
1532973802.6802988,35,0.5488930344581604
1532974593.4441733,36,0.1267693191766739
1532975384.3330429,37,0.7765697836875916
1532976174.1675475,38,0.14176267385482788
1532976963.1918542,39,0.4466926157474518
1532977771.6564198,40,0.24381867051124573
1532978553.2359526,41,0.6005106568336487
1532979335.9973035,42,0.1184069886803627
1532980119.5192778,43,0.1099865734577179
1532980903.1451654,44,0.5688605308532715
1532981684.3877797,45,0.09913823753595352
1532982466.3437011,46,0.47854870557785034
1532983249.9190438,47,0.10399118065834045
1532984032.449375,48,0.0972004383802414
1532984815.4330344,49,0.5898889303207397
1532985598.080347,50,0.09335146844387054
1532986382.2360098,51,0.09332211315631866
1532987162.9711347,52,0.3687732219696045
1532987945.5385756,53,0.08454141765832901
1532988727.1781316,54,0.5586991906166077
1532989510.38847,55,0.14466239511966705
1532990292.2116835,56,0.08553209900856018
1532991075.2230835,57,0.10827375203371048
1532991859.2516394,58,0.4983619153499603
1532992641.46609,59,0.133423313498497
1532993435.8847141,60,0.1531509906053543
1532994209.6827543,61,0.22255240380764008
1532994990.010397,62,0.07693268358707428
1532995771.0186472,63,0.12250850349664688
1532996553.3493974,64,0.43891286849975586
1532997335.2141974,65,0.06834171712398529
1532998115.2542074,66,0.067757748067379
1532998894.8837118,67,0.4027616083621979
1532999676.0938282,68,0.0739477202296257
1533000456.0355048,69,0.26151782274246216
