Wall time,Step,Value
1533239871.91067,0,18.228763580322266
1533240759.346573,1,13.980720520019531
1533241633.7537153,2,12.931878089904785
1533242508.7499275,3,11.710887908935547
1533243383.943329,4,10.072439193725586
1533244258.584935,5,8.094059944152832
1533245133.0919132,6,6.5100016593933105
1533246007.632322,7,5.486435890197754
1533246882.1043863,8,4.789008140563965
1533247756.3595548,9,4.153611183166504
1533248631.7603142,10,3.510830879211426
1533249506.41354,11,3.1412971019744873
1533250380.801653,12,2.8033132553100586
1533251254.938657,13,2.523073434829712
1533252129.2025993,14,2.40395188331604
1533253003.6113899,15,2.2026398181915283
1533253877.9515245,16,2.0700201988220215
1533254752.7922845,17,1.9453282356262207
1533255627.1741526,18,1.7968038320541382
1533256501.7151508,19,1.7271649837493896
1533257376.1323507,20,1.6876682043075562
1533258250.105492,21,1.5273786783218384
1533259124.6605134,22,1.4480342864990234
1533259999.1569853,23,1.4196170568466187
1533260873.1176136,24,1.3787065744400024
1533261747.2124667,25,1.3293145895004272
1533262621.476571,26,1.2719624042510986
1533263495.4901888,27,1.2235324382781982
1533264369.743875,28,1.2013946771621704
1533265243.3360956,29,1.1444824934005737
1533266117.4220564,30,1.088131308555603
1533266991.4647903,31,1.0723340511322021
1533267865.571387,32,1.052513599395752
1533268739.4862003,33,1.028669834136963
1533269613.6396003,34,0.978522539138794
1533270487.6539037,35,0.9788628220558167
1533271361.5075498,36,0.9347487688064575
1533272236.524628,37,0.9536592960357666
1533273110.7648172,38,0.8800369501113892
1533273984.7168937,39,0.8710548877716064
1533274858.7023644,40,0.8777435421943665
1533275732.9345837,41,0.8398872017860413
1533276607.259369,42,0.8366387486457825
1533277481.0700414,43,0.7723169922828674
1533278355.215135,44,0.8376110792160034
1533279229.2813482,45,0.7699176669120789
1533280103.1272776,46,0.7546755075454712
1533280977.2272716,47,0.7442699074745178
1533281851.251204,48,0.749487042427063
1533282725.5375009,49,0.7252250909805298
1533283599.110613,50,0.6843074560165405
1533284473.0741038,51,0.7123646140098572
1533285346.9210987,52,0.7128452658653259
1533286220.459405,53,0.6563224196434021
1533287094.56664,54,0.6625648736953735
1533287968.3544593,55,0.6639131903648376
1533288842.1770728,56,0.6422277688980103
1533289715.5787694,57,0.6384913921356201
1533290589.2711086,58,0.6421838998794556
1533291463.1891515,59,0.6373034715652466
1533292336.9043894,60,0.5789389610290527
1533293211.5686886,61,0.6210254430770874
1533294085.227463,62,0.5803046226501465
1533294959.3686414,63,0.6284932494163513
1533295834.1043541,64,0.5324652194976807
1533296708.0349014,65,0.598562479019165
1533297582.9958198,66,0.5646902918815613
1533298457.0365326,67,0.5393545627593994
1533299331.6209772,68,0.5698490142822266
1533300206.5475276,69,0.5434318780899048
1533301081.5418923,70,0.5369327664375305
1533301956.7437065,71,0.5215734839439392
1533302831.0116873,72,0.5339134335517883
1533303705.439488,73,0.514197051525116
1533304579.6645923,74,0.5391634106636047
1533305454.092734,75,0.4887428879737854
1533306329.4664252,76,0.5083870887756348
1533307204.2434523,77,0.5078073740005493
1533308078.4509182,78,0.48729708790779114
1533308952.6042683,79,0.4946599304676056
