Wall time,Step,Value
1532337953.6504447,0,7.7964935302734375
1532338732.4354975,1,5.043942451477051
1532339509.8112922,2,3.5631067752838135
1532340288.7588615,3,2.7894294261932373
1532341067.7731237,4,2.3467211723327637
1532341847.0766225,5,2.003626585006714
1532342625.0351906,6,1.7599220275878906
1532343404.3397498,7,1.5659626722335815
1532344184.1685894,8,1.4188555479049683
1532344964.1674469,9,1.3091719150543213
1532345745.0415552,10,1.2338601350784302
1532346525.355643,11,1.1339969635009766
1532347305.9736822,12,1.0475629568099976
1532348087.8261192,13,0.9988189935684204
1532348867.4730814,14,0.9403062462806702
1532349652.3863058,15,0.8869509100914001
1532350433.8482015,16,0.8424293398857117
1532351214.1409886,17,0.8064809441566467
1532351993.537849,18,0.7766713500022888
1532352773.1673503,19,0.7473061084747314
1532353554.4434721,20,0.7082558274269104
1532354335.337901,21,0.7083924412727356
1532355117.5634341,22,0.671539306640625
1532355897.4187908,23,0.6773427128791809
1532356678.0077088,24,0.6455618739128113
1532357459.1775947,25,0.6326566338539124
1532358241.998778,26,0.6047363877296448
1532359022.0076857,27,0.6029786467552185
1532359804.6005623,28,0.5917320251464844
1532360588.0220513,29,0.5655112862586975
1532361387.713675,30,0.4662052392959595
1532362165.3066163,31,0.4583628177642822
1532362943.3509834,32,0.4580889642238617
1532363721.2615533,33,0.454678475856781
1532364499.7307353,34,0.4539403021335602
1532365275.2630203,35,0.4502924978733063
1532366054.1875358,36,0.4509736895561218
1532366830.5496607,37,0.45117852091789246
1532367608.7340012,38,0.4482796788215637
1532368385.5023236,39,0.4471765160560608
1532369163.3406794,40,0.4489637017250061
1532369939.0864968,41,0.4444938004016876
1532370715.0498617,42,0.44589483737945557
1532371491.9802592,43,0.4443296492099762
1532372268.5097086,44,0.442852646112442
1532373060.9036915,45,0.43745413422584534
1532373832.0293834,46,0.43728309869766235
1532374605.0990644,47,0.43371447920799255
1532375376.4854357,48,0.43609416484832764
1532376151.0693078,49,0.4343887269496918
1532376922.8377254,50,0.4354894459247589
1532377697.3346837,51,0.4353610873222351
1532378469.3251908,52,0.4355469048023224
1532379242.458567,53,0.4372856318950653
1532380015.5539138,54,0.4340437948703766
1532380810.4451146,55,0.43263134360313416
1532381585.1289868,56,0.4318743348121643
1532382361.48005,57,0.4355071187019348
1532383136.8378325,58,0.432742178440094
1532383912.8473566,59,0.4345807433128357
1532384687.4428785,60,0.4324786067008972
1532385464.3344188,61,0.4335058331489563
1532386241.2302465,62,0.4343910217285156
1532387017.070804,63,0.4324527680873871
1532387791.6562726,64,0.43224620819091797
1532388579.3996413,65,0.43296125531196594
1532389345.1579647,66,0.4323587417602539
1532390110.314992,67,0.4335957467556
1532390877.508003,68,0.43614453077316284
1532391643.8328297,69,0.43281060457229614
